44
1021|4.6.1924|39|0|0
1021|25.9.1973|0|0|0
1021|8.7.1992|0|0|0
1021|27.5.1903|0|0|0
1021|11.7.2007|0|0|0
1021|11.7.1949|0|0|0
1021|2.4.2008|0|0|0
1021|9.7.1951|0|0|0
1021|16.3.1901|0|0|0
1021|24.4.2066|0|0|0
1021|20.2.1990|0|0|0
1021|20.4.1926|0|0|0
1021|25.9.2068|0|0|0
1021|4.5.2048|0|0|0
1021|17.4.1934|0|0|0
1021|3.5.2013|0|0|0
1021|27.2.1900|0|0|0
1021|12.7.1935|0|0|0
1021|30.4.2086|0|0|0
1021|4.10.1972|0|0|0
1021|10.6.1970|78|0|0
1021|17.8.1934|60|0|0
1021|29.6.1983|84|0|0
1021|21.9.2092|69|0|0
1021|27.10.1974|53|0|0
1021|24.6.1902|72|0|0
1021|9.3.2080|60|0|0
1021|22.1.1971|73|0|0
1021|5.2.2068|88|0|0
1021|7.6.1993|56|0|0
1021|3.5.2081|52|0|0
1021|8.1.2074|66|0|0
1021|17.3.2065|83|0|0
1021|15.2.2094|59|0|0
1021|25.2.1933|66|0|0
1021|17.2.1930|484|88|0
1021|17.5.2037|643|69|0
1021|11.1.2080|435|46|0
1021|7.3.1977|786|44|0
1021|10.10.2004|815|68|0
1021|1.4.1990|275|327|55
1021|30.5.2024|802|340|64
1021|23.2.2095|932|465|87
1021|24.6.1976|249|972|67
