41
975|3.7.2040|35|0|0
975|10.2.2047|0|0|0
975|14.5.1905|0|0|0
975|7.2.1997|0|0|0
975|17.4.1998|0|0|0
975|26.7.2046|0|0|0
975|22.1.2049|237|84|0
975|13.6.1966|815|42|0
975|25.4.1911|837|78|0
975|26.9.1996|815|42|0
975|2.11.1926|16|87|0
975|16.3.2036|332|56|0
975|29.10.1940|466|74|0
975|15.4.1923|14|75|0
975|3.10.1917|466|74|0
975|26.2.1958|993|89|0
994|20.10.1986|632|91|0
994|7.2.2017|286|68|0
994|28.2.2019|697|92|0
994|11.4.2076|286|68|0
994|16.6.1907|248|79|0
994|7.10.1951|740|52|0
994|14.3.2050|238|55|0
994|14.7.1963|762|82|0
994|9.12.2023|238|55|0
994|19.6.2032|749|52|0
994|15.4.2078|613|58|0
994|23.9.2026|338|64|0
994|22.3.1958|452|60|0
994|30.11.1909|338|64|0
994|11.10.1933|58|64|0
994|27.9.2038|22|52|0
994|20.2.2062|668|76|0
994|21.7.1925|973|63|0
994|26.5.2034|668|76|0
994|13.3.1902|925|81|0
994|11.12.1916|310|624|60
994|6.11.2099|718|704|54
994|16.6.1940|637|975|90
994|16.6.2051|718|704|54
994|20.6.2092|965|650|82
